PRODUCT_KEY,PRODUCT_ID,PRODUCT_PART_NUMBER,PRODUCT_TYPE,PRODUCT_NAME,PRODUCT_DESCRIPTION_SHORT,PRODUCT_DESCRIPTION_LONG,PRODUCT_DESCRIPTION_AUX1,PRODUCT_DESCRIPTION_AUX2,PRODUCT_MANUFACTURER_NAME,PRODUCT_MANUFACTURER_PART_NUMBER,PRODUCT_GTIN,PRODUCT_THUMBNAIL,PRODUCT_FULLIMAGE,PRODUCT_CATEGORY_LIST,PRODUCT_CATEGORY_LEVEL1,PRODUCT_CATEGORY_LEVEL2,PRODUCT_CATEGORY_LEVEL3,PRODUCT_PRICE,PRODUCT_LIST_PRICE,PRODUCT_MAP_PRICE,PRODUCT_MAP_ENFORCED_FLAG,PRODUCT_BUYABLE_FLAG,PRODUCT_PUBLISHED_FLAG,PRODUCT_DISCONTINUED_FLAG,PRODUCT_ON_SPECIAL_FLAG,PRODUCT_DISALLOW_RECURRING_FLAG,PRODUCT_START_DTTM,PRODUCT_END_DTTM,PRODUCT_AVAILABILITY_DTTM,PRODUCT_LAST_ORDER_DTTM,PRODUCT_DISCONTINUE_DTTM,PRODUCT_RATING_AVG,PRODUCT_RATING_CNT,PRODUCT_WEIGHT,PRODUCT_WEIGHT_UOM,PRODUCT_LENGTH,PRODUCT_WIDTH,PRODUCT_HEIGHT,PRODUCT_SIZE_UOM,PRODUCT_PACKAGED_WEIGHT,PRODUCT_PACKAGED_LENGTH,PRODUCT_PACKAGED_WIDTH,PRODUCT_PACKAGED_HEIGHT,PRODUCT_ATTR_PET_TYPE,PRODUCT_ATTR_FOOD_FORM,PRODUCT_ATTR_SPECIAL_DIET,PRODUCT_IS_FOOD_FLAG,PRODUCT_RX_REQUIRED_FLAG,PRODUCT_IS_CONSUMABLE_FLAG,PRODUCT_PARENT_ID,PRODUCT_PARENT_PARTNUMBER,PRODUCT_RETURN_DESIRED_FLAG,PRODUCT_BACKORDERABLE_FLAG,PRODUCT_MINIMUM_SPLIT_QTY,PRODUCT_LAST_PRICE_UPDATE_DTTM,PRODUCT_LAST_UPDATED_DTTM,PRODUCT_MARK_FOR_DELETE,PARENT_PRODUCT_PART_NUMBER,PARENT_PRODUCT_TYPE,PARENT_PRODUCT_NAME,PARENT_PRODUCT_SHORT_DESCRIPTION,ITEM_SHORT_DESCRIPTION,PRODUCT_AUTOSHIP_SAVE_ELIGIBLE_FLAG,PRODUCT_PURCHASE_BRAND,PRODUCT_MAIN_INGREDIENTS,PRODUCT_COUNTRY_ORIGIN,PRODUCT_LIFESTAGE,PRODUCT_UNIT_OF_MEASURE,PRODUCT_SHIPPABLE_UOM,PRODUCT_INGREDIENTS,PRODUCT_PRICE_RULE_DEFAULT,PRODUCT_PRICE_RULE_OVERRIDE,PRODUCT_AUTOSHIP_SAVE_DESCRIPTION,PRODUCT_KEYWORDS,PRODUCT_PRICE_MAP,PRODUCT_PRICE_CURRENT,PRODUCT_STRIKETHROUGH_PRICE,PRODUCT_COMPARE_PRICE,PRODUCT_PUBLISHED_DTTM,PRODUCT_SETUP_COMPLETED_DTTM,PRODUCT_PLANNER_CODE,PRODUCT_REPLACEMENT_PART_NUMBER,PRIVATE_LABEL_FLAG,PRODUCT_SELLING_STRATEGY_CLASSIFICATION,PRODUCT_DISCONTINUED_REASON_CODE,PRODUCT_DISCONTINUED_REASON_DESCRIPTION,PRODUCT_FIRST_ORDER_DTTM,PRODUCT_FIRST_RECEIPT_DTTM,PRODUCT_SETUP_COMPLETED_FLAG,PRODUCT_FORECAST_COMPLETED_FLAG,PRODUCT_FORECAST_COMPLETED_DTTM,PRODUCT_FAMILY_PUBLISHED_FLAG,PRODUCT_VAS_PROFILE_CODE,PRODUCT_VAS_PROFILE_DESCRIPTION,MODIFIED_AT,PRODUCT_WAREHOUSE_PACKAGED_WEIGHT,PRODUCT_WAREHOUSE_PACKAGED_LENGTH,PRODUCT_WAREHOUSE_PACKAGED_WIDTH,PRODUCT_WAREHOUSE_PACKAGED_HEIGHT,PRODUCT_COMPANY_DESCRIPTION,CHEWY_PHARMACY_PART_NUMBER,PRODUCT_ON_DEAL_FLAG,PRODUCT_ABC_CODE,PRODUCT_MERCH_CLASSIFICATION1,PRODUCT_MERCH_CLASSIFICATION2,PARENT_COMPANY,CATEGORY_OWNER,MERCH_ASSISTANT,DEMAND_PLANNER,MANUALDEAL,PRODUCT_UNIT_COST,LAST_DIRECT_UNIT_COST,PRODUCT_LIFECYCLE,PRODUCT_STATUS,PRODUCT_DROPSHIP_FLAG,PRODUCT_FORCEBACKORDER_FLAG,PRODUCT_RESERVEDFORSUBS_FLAG,PRODUCT_INV_RESERVE_LOOKAHEAD_DAYS,GIFT_CARD_FLAG,READY_TO_PROCESS,LAUNCH_PRFL,LAUNCH_DT,OVRRD_LAUNCH_DT,NETWORK_FRC,ASSORTED,PRODUCT_MERCH_CLASSIFICATION3,PRODUCT_REPLENISHMENT_STATUS,PRODUCT_FIRST_PUBLICATION_DTTM,CARTONIZATION_FLAG,SECONDARY_CATEGORY_OWNER,PRICEBOT_PRODUCT_ID,RESERVED_FOR_AUTOSHIP,DO_NOT_PUBLISH,PRODUCT_SETUP_MISSING_REASON,PRODUCT_IS_COMPOUND,CASE_UPC,PRODUCT_INGREDIENT_IDENTIFIER,NMFC_CLASS,NMFC_CREATE_DT,NMFC_UPDATE_DT,MANUALDEALOFF,MI_FLOW_ENABLED,PRODUCT_MERCH_CLASSIFICATION1_ABC_CODE,PRODUCT_MERCH_CLASSIFICATION2_ABC_CODE,PRODUCT_MERCH_CLASSIFICATION3_ABC_CODE,BUNDLE_FLAG_TYPE,BUNDLE_TITLE,PRODUCT_IMAGE_COUNT,PRODUCT_VIDEO_COUNT,PRODUCT_DETAIL_PAGE_ENHANCED_FLAG,PRODUCT_DESCRIPTION_WORD_COUNT,PRODUCT_SETUP_INITIATED_DATE,ATTRIBUTE_ONETIMEBUY_FLAG,ATTRIBUTE_SEASON,PRODUCT_FORECAST_GROUP,PRODUCT_FORECAST_GROUP_VALUE,PRODUCT_NETWORK_RESERVATION_QUANTITY,PRODUCT_PRICE_MINIMUM,PRODUCT_PRICE_MAXIMUM,PRODUCT_COLLECTION_ATTRIBUTE,PRODUCT_FIRST_PUBLISHED_WITHIN_90_DAYS_OR_SETUP_COMPLETED_FLAG,PRODUCT_EXCLUDE_FROM_MARKETING_FLAG,ATTRIBUTE_FRESH_FLAG,PRODUCT_NBE_DISCOUNT_PERCENT,PRODUCT_NBE_TIER,PRODUCT_NBE_PRIORITY,PRODUCT_NBE_ID,HAZARDOUS_FLAG,BREED_SIZE,PRODUCT_CREATE_DTTM,DO_NOT_PUBLISH_UPDATE_DTTM,DO_NOT_PUBLISH_REASON_CODE,DO_NOT_PUBLISH_NOTES,DO_NOT_PUBLISH_CREATE_DTTM,DO_NOT_PUBLISH_CREATED_BY,DO_NOT_PUBLISH_REQUESTED_BY,DO_NOT_PUBLISH_REMOVED_DTTM,DO_NOT_PUBLISH_REMOVED_BY,DO_NOT_PUBLISH_REMOVAL_REQUESTED_BY,AUTOSHIP_RESERVE_LASTUPDATE,AUTOSHIP_RESERVE_STATUS,AUTOSHIP_RESERVE_REASONCODE,AUTOSHIP_RESERVE_NOTES,AUTOSHIP_RESERVE_DATEADDED,AUTOSHIP_RESERVE_ADDEDBY,AUTOSHIP_RESERVE_ADDITIONREQUESTEDBY,AUTOSHIP_RESERVE_DATEREMOVED,AUTOSHIP_RESERVE_REMOVEDBY,AUTOSHIP_RESERVE_REMOVALREQUESTEDBY,AUTOSHIP_RESERVE_SCHEDULEDREMOVALDATE,PRODUCT_CHEWY_CASH_FLAG,PLMID,PRODUCT_FULFILLMENT_ELIGIBILITY,PRODUCT_PRICING_UOM,PRODUCT_PRICING_UOM_UNITS,PRODUCT_MERCH_CLASSIFICATION4,PRODUCT_MERCH_CLASSIFICATION4_ABC_CODE,VGP_FLAG,PRODUCT_WEIGHT_METRIC,PRODUCT_WEIGHT_UOM_METRIC,PRODUCT_LENGTH_METRIC,PRODUCT_WIDTH_METRIC,PRODUCT_HEIGHT_METRIC,PRODUCT_SIZE_UOM_METRIC,PRODUCT_PACKAGED_WEIGHT_METRIC,PRODUCT_PACKAGED_LENGTH_METRIC,PRODUCT_PACKAGED_WIDTH_METRIC,PRODUCT_PACKAGED_HEIGHT_METRIC,PRODUCT_WAREHOUSE_PACKAGED_WEIGHT_METRIC,PRODUCT_WAREHOUSE_PACKAGED_LENGTH_METRIC,PRODUCT_WAREHOUSE_PACKAGED_WIDTH_METRIC,PRODUCT_WAREHOUSE_PACKAGED_HEIGHT_METRIC,PRODUCT_PRICE_LOCAL,PRODUCT_LIST_PRICE_LOCAL,PRODUCT_MAP_PRICE_LOCAL,PRODUCT_STRIKETHROUGH_PRICE_LOCAL,PRODUCT_COMPARE_PRICE_LOCAL,PRODUCT_PRICE_MINIMUM_LOCAL,PRODUCT_PRICE_MAXIMUM_LOCAL,PRODUCT_UNIT_COST_LOCAL,LAST_DIRECT_UNIT_COST_LOCAL,CURRENCY_CODE,PRODUCT_PRICE_MAP_LOCAL,PRODUCT_PRICE_CURRENT_LOCAL,IS_EXTERNAL_VENDOR_COMPOUNDED,CONTENT_APPROVED,FULFILLMENTCENTERITEMDESCRIPTION,EXPIRATIONDAYS,PDPSLUG,MEMBERSHIP_PRODUCT_FLAG,RELEASESEPARATELY,PUBLISHEDBY,PUBLISHEDDATE,DW_UPDATE_DTTM,PRIMARY_SPECIES_RX,RESTRICTED_AVAILABILITY,PB_FRESH_FLAG
1,28679,44939,Product,ACANA Wild Atlantic Grain-Free Dry Dog Food,,"Bring home a dog food swimming with quality nutrition when you choose ACANA Highest Protein Dry Dog Food, Wild Atlantic Recipe. Made for all life stages, this high-protein recipe includes added prebiotics and fiber to support your pal's digestive health. Delicious and protein-rich rich mackerel, herring, redfish, silver hake and flounder combine with whole pumpkin, collard greens, butternut squash, apples and pears to create a delicious and nutritious meal for your pet. An irresistible cod liver freeze-dried coating to adds a wave of tail-wagging flavor, too. With up to 70% quality animal ingredients and 30% fruits, vegetables and nutrients—plus added vitamins, minerals, natural preservatives and flavors—it’s a seaworthy feast you can feel good about feeding your best friend!",,,ACANA,,,,,m-dog-dry-food,Dog,Food,Dry Food,,,,false,true,true,false,false,false,2011-11-01 00:00:00.000,,2011-11-01 00:00:00.000,,2021-08-16 10:30:03.333,4.565,469,,,,,,,,,,,Dog,Dry Food,"Grain-Free,Gluten Free,No Corn No Wheat No Soy,High-Protein,Raw,Chicken-Free,Natural",true,false,true,,,false,false,,,2025-01-23 22:42:01.587,false,,,,,,true,ACANA,,,Adult;All Lifestages,C62,false,"New: Whole Mackerel, Whole Herring, Whole Redfish, Silver Hake, Mackerel Meal, Herring Meal, Sunflower Oil, Whole Red Lentils, Pollock Meal, Whitefish Meal, Safflower Oil, Whole Pinto Beans, Whole Green Lentils, Whole Chickpeas, Lentil Fiber, Pea Starch, Flounder, Natural Fish Flavor, Whole Green Peas, Fish Oil, Whole Yellow Peas, Collard Greens, Mixed Tocopherols (Preservative), Dried Kelp, Freeze-Dried Cod Liver, Zinc Proteinate, Vitamin E Supplement, Whole Pumpkin, Whole Butternut Squash, Whole Carrots, Whole Apples, Whole Pears, Thiamine Mononitrate, Calcium Pantothenate, Pyridoxine Hydrochloride, Pumpkin Seeds, Sunflower Seeds, Copper Proteinate, Chicory, Turmeric, Sarsaparilla, Althea Root, Rosehips, Juniper Berries, Citric Acid (Preservative), Rosemary Extract, Dried Lactobacillus Acidophilus Fermentation Product, Dried Bifidobacterium Animalis Fermentation Product, Dried Lactobacillus Casei Fermentation Product.,Original: Whole Mackerel, Whole Herring, Whole Redfish, Whole Silver Hake, Mackerel Meal, Herring Meal, Sunflower Oil, Whole Red Lentils, Whole Pinto Beans, Whole Green Peas, Pollock Meal, Cod Meal, Safflower Oil, Whole Green Lentils, Whole Chickpeas, Lentil Fiber, Flounder, Pollock Oil, Natural Cod Flavor, Whole Yellow Peas, Whole Pumpkin, Whole Butternut Squash, Mixed Tocopherols (Preservative), Freeze-Dried Cod Liver, Zinc Proteinate, Dried Kelp, Kale, Spinach, Mustard Greens, Collard Greens, Turnip Greens, Carrots, Apples, Pears, Pumpkin Seeds, Sunflower Seeds, Calcium Pantothenate, Copper Proteinate, Chicory Root, Turmeric, Sarsaparilla Root, Althea Root, Rosehips, Juniper Berries, Dried Lactobacillus Acidophilus Fermentation Product, Dried Bifidobacterium Animalis Fermentation Product, Dried Lactobacillus Casei Fermentation Product.",,,Autoship & Save - 5% off,,,,,,,,,,false,P,,,,,false,false,,true,,,2018-04-19 17:09:19.841,,,,,Chewy,,false,,Dog Consumables,Dog Food,CHAMPION,M.HASSAN,,,,,,,,false,false,,,false,,,,,,,Dry Food,Replenishable,2018-09-06 04:00:00.000,,,,false,false,,false,,,,,,,,,,,Product,,,,false,118,,,,,,,,,,false,false,false,,,,,false,All Breeds,2011-01-01 05:00:00.000,,,,,,,,,,,,,,,,,,,,,false,,,,,Premium Natural,,false,,KG,,,,CM,,,,,,,,,,,,,,,,,,USD,,,false,true,,,acana-wild-atlantic-grain-free-dry,false,false,,,2025-06-01 19:13:11.418,,,false
2,28701,44961,Product,AvoDerm Natural Original Recipe Canned Dog Food,,"Just like other AvoDerm premium dog and cat food formulas, this AvoDerm Natural Original Recipe Canned Dog Food is loaded with high-quality meat proteins, wholesome grains, antioxidant nutrients, plus vitamins and minerals for overall health. It also contains omega-rich avocados to support healthy skin and a lustrous coat.",,,AvoDerm,,,,,m-dog-wet-food,Dog,Food,Wet Food,,,,false,true,false,true,false,false,2021-03-17 14:32:39.429,,2012-11-26 00:00:00.000,,,4.7143,7,,,,,,,,,,,Dog,Wet Food,With Grain,true,false,true,,,false,false,,,2025-01-23 21:47:08.787,false,,,,,,true,AvoDerm,,,Adult,C62,false,"Lamb, Chicken, Chicken Liver, Chicken Broth, Ocean Fish (Source of Omega 3), Carrots, Rice, Potatoes, Peas, Ground Flaxseed, Dicalcium Phosphate, Guar Gum, Potassium Chloride, Salt, Sunflower Oil, Dried Avocado, Blueberries, Cranberries, Dried Kelp, Avocado Oil, Cassia Gum, Xanthan Gum, Minerals (Zinc Amino Acid Chelate, Iron Amino Acid Chelate, Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite, Cobalt Amino Acid Chelate, Potassium Iodide), Choline Chloride, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, d-Calcium Pantothenate, Vitamin A  Supplement, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid).",,,Autoship & Save - 5% off,,,,,,,,,,false,B,,,,,false,false,,false,,,2018-04-19 17:09:19.841,,,,,Chewy,,false,,Dog Consumables,Dog Food,BREEDERS CHOICE PET FOODS LLC,C.CARRARA,,,,,,,,false,false,,,false,,,,,,,Wet Food,Replenishable,2018-09-06 04:00:00.000,,,,false,false,,false,,,,,,,,,,,Product,,,,false,48,,,N/A,,,,,,,false,false,false,,,,,false,All Breeds;Large Breeds;Medium Breeds;Small Breeds,2011-01-01 05:00:00.000,,,,,,,,,,,,,,,,,,,,,false,,,,,Core Natural,,false,,KG,,,,CM,,,,,,,,,,,,,,,,,,USD,,,false,true,,,avoderm-natural-original-recipe,false,false,,,2025-02-11 05:42:53.952,,,false
3,28714,44974,Product,AvoDerm Original Chicken Meal & Brown Rice Recipe Adult Dry Dog Food,,"Give your pup the nutrition she needs and a taste she’ll crave with AvoDerm Chicken Meal and Brown Rice Formula. This premium food gives your adult dog a bowlful of healthy and balanced nutrition, made with a blend of essential vitamins, minerals and antioxidants. Omega-rich avocado and high-quality protein help support your pal’s coat and skin—even if her skin is sensitive. This all-natural formula has been pressure cooked to provide optimum nutrition and energy, and it contains no preservatives, artificial colors, flavors or by-products. Nothing but quality ingredients and delicious taste for your favorite canine companion!",,,AvoDerm,,,,,m-dog-dry-food,Dog,Food,Dry Food,,,,false,true,true,false,false,false,2011-06-15 00:00:00.000,,2011-06-15 00:00:00.000,,,4.7982,223,,,,,,,,,,,Dog,Dry Food,"Weight Control,Gluten Free,No Corn No Wheat No Soy,High-Protein,Pea-Free,With Grain",true,false,true,,,false,false,,,2025-05-07 20:58:28.363,false,,,,,,true,AvoDerm,,,Adult;All Lifestages,C62,false,"Chicken Meal, Ground Brown Rice, Ground White Rice, Oatmeal, Chicken Fat (Preserved with Mixed Tocopherols), Rice Bran, Avocado, Dried Tomato Pomace, Flax Seed (Source of Omega 3), Natural Flavor, Alfalfa Meal, Herring Meal, Potassium Chloride, Salt, Kelp Meal, Avocado Oil, Vitamins (Choline Chloride, a-Tocopherol Acetate (Source of Vitamin E), L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Niacin, Biotin, Calcium Pantothenate, Vitamin A Supplement,  Riboflavin Supplement, Pyridoxine Hydrochloride (Source of Vitamin B6), Thiamine Mononitrate (Source of Vitamin B1), Vitamin B12 Supplement,  Vitamin D3 Supplement, Folic Acid),  Minerals (Zinc Sulfate, Ferrous Sulfate, Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Selenium Yeast, Copper Amino Acid Chelate, Copper Sulfate, Manganese Sulfate, Manganese Amino Acid Chelate, Calcium Iodate), Rosemary Extract, Sage Extract, Pineapple Stem, Papaya Extract, Dehydrated Lactobacillus Acidophilus Fermentation Product, Dehydrated Lactobacillus Casei Fermentation Product, Dehydrated Bifidobacterium Thermophilum Fermentation Product, Dehydrated Enterococcus Faecium Fermentation Product.",,,Autoship & Save - 5% off,,,,,,,,,,false,B,,,,,false,false,,true,,,2018-04-19 17:09:19.841,,,,,Chewy,,false,,Dog Consumables,Dog Food,BREEDERS CHOICE PET FOODS LLC,C.CARRARA,,,,,,,,false,false,,,false,,,,,,,Dry Food,Replenishable,2018-09-06 04:00:00.000,,,,false,false,,false,,,,,,,,,,,Product,,,,false,96,,,N/A,,,,,,,false,false,false,,,,,false,All Breeds,2011-01-01 05:00:00.000,,,,,,,,,,,,,,,,,,,,,false,,,,,Core Natural,,false,,KG,,,,CM,,,,,,,,,,,,,,,,,,USD,,,false,true,,,avoderm-original-chicken-meal-brown,false,false,,,2025-06-03 18:27:45.557,,,false
4,28727,44987,Product,Beggin' Strips Bacon & Cheese Flavor Dog Treats,,"Get a little cheesy with your furbaby when you hand over Purina Beggin’ Strips With Real Meat Dog Training Treats With Bacon and Cheese Flavors. Every meaty, cheesy mouthful is made with real bacon and the taste of cheese for a true snack sensation. Real meat is the first ingredient in these treats. Plus, the tender texture is easy to chew. Toss your furry friend a whole strip as an irresistible snack between meals, or tear each soft treat into smaller pieces. With the aroma and shape of real bacon, these strips convince dogs they’re getting bacon fried up just for them. Because these snacks contain no artificial flavors or FD&C colors, your pup gets the taste they love along with the wholesome ingredients you want for them.",,,Beggin',,,,,m-dog-soft-chewy-treats,Dog,Treats,Soft & Chewy Treats,,,,false,true,true,false,false,false,2011-06-15 00:00:00.000,2025-05-29 23:35:00.973,2011-06-15 00:00:00.000,,2013-01-04 00:00:00.000,4.7143,245,,,,,,,,,,,Dog,Treats,N/A,true,false,true,,,false,false,,,2025-05-29 23:35:00.988,false,,,,,,false,Beggin',,,Adult;All Lifestages,C62,false,"Pork, Barley, Rice, Ground Wheat, Soybean Meal, Sugar, Ground Yellow Corn, Oat Meal, Corn Protein Meal, Glycerin, Wheat Flour, Water, Soy Flour, Bacon, Soy Protein Concentrate, Wheat Gluten, Salt, Bacon Fat (Preserved With BHA And Citric Acid), Natural Flavor, Phosphoric Acid, Sorbic Acid (A Preservative), Natural Smoke Flavor, Cheese Powder (Source Of Cheddar Cheese Flavor), Calcium Propionate (A Preservative), Added Color, Malted Barley Flour.	R400723",,,,,,,,,2023-11-09 05:00:00.000,,,,false,M,,,,,false,false,,true,,,2018-04-19 17:09:19.841,,,,,Chewy,,false,,Dog Consumables,Dog Treats,NESTLE PURINA,B.BURCHMAN,,,,,,,,false,false,,,false,,,,,,,Indulgent,Replenishable,2023-11-09 05:00:00.000,,,,false,false,,false,,,,,,,,,,,Product,,,,false,128,,,,,,,,,,false,false,false,,,,,false,All Breeds,2011-01-01 05:00:00.000,,,,,,,,,,,,,,,,,,,,,false,,,,,Soft & Chewy,,false,,KG,,,,CM,,,,,,,,,,,,,,,,,,USD,,,false,true,,,beggin-strips-bacon-cheese-flavor-dog,false,false,,,2025-06-07 20:28:20.239,,,false
5,28731,44991,Product,Beggin' Strips Original Bacon Dog Treats,,"Watch your pup take a taste adventure with Purina Beggin’ Strips Dog Treats. These irresistible treats feature real meat as the first ingredient and offer the tantalizing taste of real bacon in every mouthwatering strip. Dogs go wild at the first sniff of sizzlin’ bacony goodness. Soft and tender, these meaty strips are easy to chew. Toss your best friend a treat for a snack between meals, or tear these soft strips into smaller pieces for the ultimate yummy reward. With the look and taste of real bacon, these treats get tails wagging and tongues lolling.",,,Beggin',,,,,m-dog-soft-chewy-treats,Dog,Treats,Soft & Chewy Treats,,,,false,true,true,false,false,false,2011-07-08 00:00:00.000,,2011-07-08 00:00:00.000,,,4.7579,318,,,,,,,,,,,Dog,Treats,N/A,true,false,true,,,false,false,,,2025-05-30 19:21:14.206,false,,,,,,false,Beggin',,,Adult;All Lifestages,C62,false,"Pork, Barley, Rice, Ground Wheat, Soybean Meal, Oat Meal, Sugar, Ground Yellow Corn, Corn Protein Meal, Wheat Flour, Glycerin, Water, Soy Flour, Bacon, Soy Protein Concentrate, Wheat Gluten, Salt, Bacon Fat (Preserved With BHA And Citric Acid), Natural Flavor, Phosphoric Acid, Sorbic Acid (A Preservative), Natural Smoke Flavor, Calcium Propionate (A Preservative), Added Color, Malted Barley Flour.	X400523",,,,,,,,,2023-11-09 05:00:00.000,,,,false,M,,,,,false,false,,true,,,2018-04-19 17:09:19.841,,,,,Chewy,,false,,Dog Consumables,Dog Treats,NESTLE PURINA,B.BURCHMAN,,,,,,,,false,false,,,false,,,,,,,Indulgent,Replenishable,2023-11-09 05:00:00.000,,,,false,false,,false,,,,,,,,,,,Product,,,,false,96,,,,,,,,,,false,false,false,,,,,false,All Breeds,2011-01-01 05:00:00.000,,,,,,,,,,,,,,,,,,,,,false,,,,,Soft & Chewy,,false,,KG,,,,CM,,,,,,,,,,,,,,,,,,USD,,,false,true,,,beggin-strips-original-bacon-dog,false,false,,,2025-06-09 19:42:11.874,,,false
6,28754,45014,Product,Bil Jac Senior Dry Dog Food,,"Your best friend counts on you for many things. Among them, and critically important, is proper nutrition. That's why Bil-Jac works relentlessly to produce the best nutrition and great taste possible. That's also why so many pet owners feed their dogs Bil-Jac Super Premium Dog Food. It's carefully prepared to contain the balanced nutrients dogs need.",,,Bil Jac,,,,,m-dog-dry-food,Dog,Food,Dry Food,,,,false,true,false,true,false,false,,,2012-08-13 00:00:00.000,,2013-03-28 00:00:00.000,5,1,,,,,,,,,,,Dog,Dry Food,,true,false,true,,,false,false,,,2025-01-24 01:21:20.739,false,,,,,,true,Bil Jac,,,Senior,C62,false,"Chicken, chicken by-products (organs only, including chicken liver), oatmeal, corn, dried beet pulp, brewers dried yeast, cane molasses, egg product, salt, sodium propionate (a preservative), dl-methionine, l-lysine, vitamin A acetate, vitamin D3 supplement, vitamin E supplement, riboflavin supplement, niacin, biotin, choline chloride, folic acid, thiamine mononitrate, pyridoxine hydrochloride (vitamin B6), BHA (a preservative), vitamin B12 supplement, d-calcium pantothenate, manganous oxide, inositol, ascorbic acid, ferrous sulfate, copper sulfate, zinc oxide, cobalt carbonate, potassium iodide, sodium selenite.",,,Autoship & Save - 5% off,,,,,,,,,,false,B,,,,,false,false,,false,,,2018-04-19 17:09:19.841,,,,,Chewy,,false,,Dog Consumables,Dog Food,KELLY FOODS CORPORATION,B.BURCHMAN,,,,,,,,false,false,,,false,,,,,,,Dry Food,Replenishable,,,,,false,false,,false,,,,,,,,,,,Product,,,,false,56,,,,,,,,,,false,false,false,,,,,false,All Breeds;Large Breeds;Medium Breeds;Small Breeds,2011-01-01 05:00:00.000,,,,,,,,,,,,,,,,,,,,,false,,,,,Core Natural,,false,,KG,,,,CM,,,,,,,,,,,,,,,,,,USD,,,false,true,,,bil-jac-senior-dry-dog-food,false,false,,,2025-02-11 05:42:53.952,,,false
7,28779,45039,Product,Blue Buffalo Family Favorite Grain-Free Recipes Mom's Chicken Pie Canned Dog Food,,"Treat your sweet sidekick to the supper he deserves with Blue Buffalo Family Favorites Natural Adult Wet Dog Food. Paw-fect for your doggie dude, this irresistibly tasty wet food is made using only the finest natural ingredients. It starts with high-quality protein from tender chunks of chicken steeped in a hearty gravy, packed with garden veggies, then enhanced with vitamins and minerals. Formulated to support muscle maintenance and the other nutritional needs of your adult amigo, the exclusively wholesome ingredients do not contain any by-product meals, corn, wheat, soy, artificial flavors or preservatives.",,,Blue Buffalo,,,,,m-dog-wet-food,Dog,Food,Wet Food,,,,false,true,false,true,false,false,,,2012-10-21 00:00:00.000,,,4.5128,39,,,,,,,,,,,Dog,Wet Food,"Grain-Free,No Corn No Wheat No Soy,Natural",true,false,true,,,false,false,,,2025-01-23 21:51:46.409,false,,,,,,true,Blue Buffalo,,,Adult,C62,false,"Chicken, Chicken Broth, Water, Chicken Liver, Dried Egg, Peas, Potatoes, Carrots, Potato Starch, Guar Gum, Sodium Phosphate, Salt, Potassium Chloride, Natural Flavor, Zinc Amino Acid Chelate, Iron Amino Acid Chelate, Choline Chloride, Vitamin E Supplement, Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite, Thiamine Mononitrate (Vitamin B1), Cobalt Amino Acid Chelate, Niacin Supplement (Vitamin B3), Calcium Pantothenate (Vitamin B5), Vitamin A Supplement, Riboflavin Supplement (Vitamin B2), Biotin (Vitamin B7), Vitamin B12 Supplement, Potassium Iodide, Pyridoxine Hydrochloride (Vitamin B6), Vitamin D3 Supplement, Folic Acid (Vitamin B9).",,,Autoship & Save - 5% off,,,,,,,,,,false,B,,,,,false,false,,false,,,2018-04-19 17:09:19.841,,,,,Chewy,,false,,Dog Consumables,Dog Food,BLUE BUFFALO COMPANY LTD,A.Guglietta,,,,,,,,false,false,,,false,,,,,,,Wet Food,Replenishable,2018-09-06 04:00:00.000,,,,false,false,,false,,,,,,,,,,,Product,,,,false,93,,,,,,,,,,false,false,false,,,,,false,All Breeds;Large Breeds;Medium Breeds;Small Breeds,2011-01-01 05:00:00.000,,,,,,,,,,,,,,,,,,,,,false,,,,,Core Natural,,false,,KG,,,,CM,,,,,,,,,,,,,,,,,,USD,,,false,true,,,blue-buffalo-family-favorite-grain,false,false,,,2025-04-01 23:58:31.772,,,false
